timestamp,BTC close(USD),BTC mktcap(USD),ETH close(USD),ETH mktcap(USD),BNB close(USD),BNB mktcap(USD),XRP close(USD),XRP mktcap(USD),ADA close(USD),ADA mktcap(USD),LTC close(USD),LTC mktcap(USD),XLM close(USD),XLM mktcap(USD),EOS close(USD),EOS mktcap(USD),QTUM close(USD),QTUM mktcap(USD),TRX close(USD),TRX mktcap(USD)
2021-03-07,50971.75,55235.028032,1726.16,848470.78136,240.11,3519962.929,0.46558,325973214.9,1.13042,324367538.9,190.75,820418.23901,0.41265,161937065.9,3.831,16280416.71,6.35,3696795.294,0.05173,1066844034.4
2021-03-06,48882.2,44399.234242,1650.35,1013300.93928,226.3814,2663375.536,0.46285,365972027.5,1.129,394799528.8,182.85,935959.9679,0.40142,111400049.1,3.7207,13409844.36,6.315,5613035.857,0.05015,1047091814.2
2021-03-05,48751.71,78192.496372,1528.31,910786.28976,225.4714,3654842.805,0.45457,751282004.7,1.15908,830654685.1,180.23,1182501.69882,0.40483,176504438.4,3.6904,18490563.23,6.588,9163073.64,0.05019,1470004199.6
2021-03-04,48374.09,82649.716829,1539.23,946365.67088,229.6369,3999983.836,0.48096,1244989352.0,1.11239,748035034.3,180.67,1485337.09208,0.41182,252643849.5,3.7483,26425366.93,5.685,6709024.081,0.05142,3217266141.6
2021-03-03,50349.37,81035.913705,1567.69,1054846.31471,240.5701,4278388.733,0.44846,642007609.0,1.21311,454913445.3,187.64,1873295.01116,0.42052,226457001.6,3.8258,35571041.38,5.34,3241039.53,0.04883,1370831333.1
2021-03-02,48440.65,64221.06214,1486.78,1061142.38743,239.6841,5386013.794,0.4357,645438020.0,1.2228,753904502.9,179.08,1441741.00235,0.41856,243838707.7,3.671,25186129.94,5.193,3502754.152,0.04687,1378993621.9
2021-03-01,49587.03,85086.111648,1569.86,1094695.17839,254.9637,7911568.194,0.44537,600649056.6,1.29627,984011920.2,175.89,1216268.49518,0.43069,253988523.4,3.7049,22194068.43,5.27,2950187.12,0.04784,1591481988.5
2021-02-28,45135.66,83055.369042,1419.18,1410207.56284,210.2138,5674373.249,0.41565,674797992.8,1.31203,1599172340.3,165.22,1682228.22219,0.40587,319632425.0,3.4765,31361448.32,4.855,3642523.572,0.04562,1562798229.0
2021-02-27,46106.43,66060.834292,1458.13,927423.0475,225.3853,4192697.152,0.43589,612147484.8,1.31402,1994359638.5,171.76,1113606.4401,0.43792,527720260.4,3.6715,24977922.66,5.267,3965915.558,0.04652,1649942643.4
2021-02-26,46276.87,109423.200663,1444.59,1355973.29378,221.717,7410706.385,0.42788,908467259.5,1.24303,1805727721.5,170.25,2180233.25143,0.4003,242047636.1,3.5477,38391146.46,5.184,4611371.168,0.04517,1576432724.3
2021-02-25,47073.73,83310.673121,1481.75,1032670.79409,234.9146,6871992.794,0.43601,709823716.2,1.07691,961855836.2,179.36,1961972.0422,0.38022,203875233.6,3.6711,32728301.12,5.128,4770529.546,0.0452,1774250210.3
2021-02-24,49676.2,91881.209252,1623.39,1384388.81727,254.5056,11777825.187,0.4686,984714285.4,1.04902,946049063.3,181.43,1827554.60176,0.40538,291623219.7,3.8892,45678448.75,5.303,5597323.78,0.048,2396568102.7
2021-02-23,48891.0,169375.025051,1577.89,2547837.82068,231.3646,15879767.559,0.47579,2563543339.6,0.96197,1625220448.7,177.34,3669737.32689,0.38652,623044562.2,3.8521,101007395.36,5.148,10797534.913,0.04501,4596214425.4
2021-02-22,54087.67,134019.434944,1777.58,1807244.98099,267.5147,12604399.402,0.56646,3572076523.4,1.09703,1333970209.1,208.32,2556958.2216,0.46363,514911532.7,4.6877,78799750.21,6.389,7391385.721,0.05425,3394984565.6
