timestamp,BTC close(USD),BTC mktcap(USD),ETH close(USD),ETH mktcap(USD),BNB close(USD),BNB mktcap(USD),XRP close(USD),XRP mktcap(USD),ADA close(USD),ADA mktcap(USD),LTC close(USD),LTC mktcap(USD),XLM close(USD),XLM mktcap(USD),EOS close(USD),EOS mktcap(USD),QTUM close(USD),QTUM mktcap(USD),TRX close(USD),TRX mktcap(USD)
2020-09-02,11388.54,87221.845602,439.5,1880642.46853,24.7652,5879568.29,0.27595,367857288.9,0.11489,399997912.3,58.06,934006.30005,0.09228,181556395.9,3.1016,30237981.7,3.238,9532552.753,0.03449,9640849144.6
2020-09-01,11921.97,78148.193668,475.4,1751354.57719,24.7028,4442974.1,0.29521,292160051.6,0.12445,330906806.9,62.69,972744.47944,0.09881,168451910.7,3.4724,18258233.6,3.518,6906910.513,0.03466,4731565797.2
2020-08-31,11649.51,55353.617744,433.79,1040748.68881,23.1477,1767387.78,0.28115,164541572.9,0.12253,459272450.5,60.92,680146.78621,0.09678,96842125.0,3.2081,9813255.36,3.359,3678292.515,0.02917,2585111182.2
2020-08-30,11711.16,43177.879054,428.94,894979.71788,23.6208,1908490.67,0.28302,157541548.0,0.11747,208755018.0,62.89,839317.10194,0.09821,97525844.1,3.2614,10985380.16,3.449,5314162.037,0.02696,1906342649.1
2020-08-29,11465.84,32973.7992,398.65,659802.63344,22.9398,1854485.72,0.2738,120917456.4,0.11623,219865981.9,56.97,408492.18575,0.09615,97506681.8,3.126,8739078.98,3.431,5128641.342,0.02491,917633930.6
2020-08-28,11526.91,45953.908365,395.11,732601.46905,23.0811,2545445.75,0.27174,161315866.7,0.10927,254837464.6,57.38,644522.18905,0.09569,83840863.4,3.1159,13616152.81,3.342,3934286.059,0.02392,928195097.0
2020-08-27,11330.38,63246.036383,383.27,877763.73658,23.1127,2927744.89,0.26469,271350415.9,0.10725,397313718.2,56.1,975870.10827,0.09376,172358825.1,2.979,18780765.3,3.37,9638138.867,0.02307,1427748692.5
2020-08-26,11461.43,53998.231231,385.81,738690.7794,22.1999,2500162.91,0.27653,153029000.5,0.11435,291146015.7,58.1,663386.26018,0.09804,131962917.4,3.1179,12435162.0,3.784,10276926.699,0.02369,1055935996.2
2020-08-25,11318.42,69590.923272,382.93,970445.38395,21.3882,2271280.88,0.27625,234190707.5,0.11239,538469253.0,58.34,1171220.25124,0.09714,140767172.1,3.1206,20089467.75,3.482,12274513.537,0.02299,1464579684.4
2020-08-24,11748.2,46212.391867,407.68,717403.81877,22.5953,1877744.04,0.2884,163849857.2,0.12361,192049653.6,62.02,687323.05849,0.10294,124149477.2,3.3854,10293165.72,3.818,7110813.737,0.0251,1084065804.8
2020-08-23,11648.13,37900.00469,390.71,445317.81989,21.8555,1618992.6,0.2848,147758018.4,0.12141,176404681.9,60.55,629697.6774,0.10293,98489121.0,3.3212,9517140.27,3.988,7772709.331,0.02435,1106682263.3
2020-08-22,11662.96,43678.701646,395.24,643235.76543,22.2044,1892077.61,0.28592,200686126.8,0.12515,239238199.5,60.21,735637.16639,0.10223,127812873.3,3.362,14905840.04,4.162,12767643.933,0.02512,2125627832.3
2020-08-21,11531.34,64448.306142,387.97,860998.7256,22.0988,2493196.51,0.27933,295142831.1,0.12315,325572514.7,59.2,1054292.68684,0.09949,200010310.7,3.2528,28916287.49,3.769,42678728.157,0.02425,2158912614.4
2020-08-20,11853.55,46085.254351,415.94,663555.73445,23.0888,2246864.02,0.29218,217335773.0,0.13413,243493668.9,62.8,867577.35764,0.10728,144170410.0,3.4429,12564967.5,4.078,15860796.505,0.02746,2042028251.2
2020-08-19,11754.59,73940.169606,407.46,978339.69221,22.3761,2128074.03,0.28975,390658603.2,0.12966,344298320.3,62.12,1699324.38729,0.10222,216222477.9,3.3487,27858538.12,3.296,9450374.28,0.02648,3805112504.6
2020-08-18,11945.01,75923.835527,421.95,743254.57018,22.9705,2531759.28,0.30251,406775389.7,0.13691,265797226.3,65.4,1562910.41383,0.10807,191875448.0,3.5744,22424284.02,3.293,6320452.904,0.02875,3772125514.0
2020-08-17,12281.13,84734.21154,430.89,868870.64996,23.4961,2423484.1,0.31539,598471473.5,0.14039,385519511.7,67.22,1790813.80276,0.11383,399753379.9,3.7762,25998750.48,3.418,6523909.495,0.03036,2639464251.8
2020-08-16,11911.0,41368.236906,433.62,716666.25258,23.529,2705823.75,0.30455,272817352.5,0.13882,208158137.1,63.87,1576897.59255,0.11517,237152944.8,3.88,37618928.36,3.336,5081750.004,0.02824,2446857391.0
2020-08-15,11852.4,56237.90505,432.32,681698.5971,23.0881,2752160.06,0.29884,323612283.2,0.13837,278280169.4,59.85,1137795.12262,0.10707,173375172.0,3.7228,42375306.65,3.095,4577950.34,0.02526,1821331007.5
2020-08-14,11760.54,59818.852697,438.11,1109670.94324,23.1047,3820214.92,0.29995,419013955.8,0.13826,236113113.1,56.78,728312.30047,0.10479,222187060.7,3.2606,17730971.05,3.1,10572326.759,0.02471,2544402787.2
2020-08-13,11780.0,70132.491502,424.54,1511330.7732,21.7667,3079217.71,0.2942,343559052.2,0.13944,370696719.4,57.14,837109.90719,0.10111,150346007.9,3.1365,13740396.49,2.86,4803312.292,0.02238,2033016524.8
2020-08-12,11564.33,64909.613644,387.18,751848.7983,21.4919,2455644.02,0.28233,301659248.8,0.1367,409416032.2,54.52,645092.49922,0.10147,117268286.1,3.0253,11784141.04,2.799,3736269.398,0.02019,861345699.6
2020-08-11,11392.08,90748.284634,379.0,992412.6023,21.2902,3211543.44,0.2831,454328410.0,0.13685,335301733.6,54.1,887598.71928,0.10015,179046153.7,3.0048,20554907.86,2.722,4820351.003,0.0201,1095164577.5
2020-08-10,11892.92,84952.337887,395.44,826969.90633,22.6369,2108928.42,0.29469,357730182.0,0.14383,338241373.9,58.27,651148.79465,0.10625,120780844.8,3.2365,20700739.14,2.926,5393163.379,0.02146,1363516940.1
2020-08-09,11681.68,41493.067342,390.14,594900.58133,22.422,2112178.17,0.2879,194741043.2,0.14512,404020544.5,56.96,368846.69372,0.10505,145247858.8,3.0272,8252484.74,2.717,2369345.914,0.02045,528429014.9
2020-08-08,11761.41,41858.16104,397.03,623029.78053,22.9234,2408862.4,0.29527,180632239.2,0.14696,300085230.7,58.46,428217.7033,0.10325,85249840.6,3.0649,8406246.72,2.756,1858112.508,0.02046,500285035.2
2020-08-07,11594.23,65755.926022,379.34,1041207.35946,22.3323,2770775.51,0.29437,350058017.3,0.13888,335277998.8,57.17,897911.44061,0.10306,179260064.7,3.0104,21168469.78,2.642,3349870.436,0.01988,1431156389.0
2020-08-06,11762.46,63529.08502,394.77,821379.08397,22.7487,2442941.26,0.30311,315511639.9,0.14444,279832944.9,59.03,822577.34534,0.10624,181915830.9,3.089,15127582.9,2.762,3564339.08,0.02022,823784529.6
2020-08-05,11744.91,74970.256852,400.72,1124119.0672,23.2728,3698317.51,0.30228,377922454.8,0.14227,247854513.3,58.88,716365.47473,0.10749,146224179.4,3.0545,11354216.96,2.773,3127882.622,0.02031,872977182.2
2020-08-04,11191.97,58629.113709,389.61,1180792.42379,22.2818,2393749.74,0.30138,523509311.0,0.14335,405429691.8,57.61,625555.61417,0.11015,282701115.0,3.0363,13305738.88,2.848,5534997.19,0.02039,1048725753.9
2020-08-03,11219.81,56931.841475,385.94,1191565.09389,22.0504,2668345.02,0.31016,661998402.4,0.1373,255391275.3,58.48,825040.86283,0.10516,246810185.2,3.0449,16215568.45,2.621,4576505.42,0.01987,1163766904.6
2020-08-02,11071.35,97553.077604,372.42,2324909.09616,20.9898,3352897.46,0.28803,1089709098.7,0.13375,557443813.3,56.77,1811190.59194,0.10251,521096056.6,2.9441,33567591.83,2.403,7074988.909,0.01907,2497799717.0
2020-08-01,11801.17,85087.485126,387.0,1440843.34203,21.6168,2657942.85,0.29089,698526256.7,0.1441,428476131.0,61.65,1209772.30685,0.10758,418318623.3,3.3038,17448951.59,2.65,3463876.281,0.02046,1541574235.9
2020-07-31,11335.46,70063.660974,346.33,948088.44982,20.6615,2251101.21,0.25939,295712939.1,0.13878,257426976.7,58.13,656214.79104,0.0969,115395754.6,3.0932,9313256.47,2.42,1677112.406,0.01968,829510685.5
2020-07-30,11099.61,60794.826456,334.87,1008827.56698,19.97,2052250.83,0.24408,339560922.2,0.1406,320531544.9,56.75,1024240.96809,0.09628,146003070.8,3.047,12145172.09,2.373,2206222.613,0.01917,830799342.6
2020-07-29,11100.53,76838.094233,317.71,792802.32148,19.899,2219760.2,0.24327,423604274.8,0.13972,537845004.2,55.16,827762.01759,0.09498,185688993.5,3.0233,17078561.24,2.351,3046515.428,0.01915,1280116972.4
2020-07-28,10906.27,97267.734187,316.77,1093231.55578,20.1732,3516712.35,0.23029,348097855.6,0.14904,715760829.0,55.75,1524796.93339,0.09709,239891159.5,2.9941,20491937.77,2.374,3940504.151,0.01912,1175162599.9
2020-07-27,11029.96,150188.933144,321.93,1636122.34727,19.7474,3841364.91,0.22437,358365289.2,0.13859,1006112609.6,53.28,1501022.7139,0.09464,299068697.2,2.8472,22237853.42,2.32,6140261.925,0.01872,1338292018.4
2020-07-26,9931.54,65279.269319,311.0,1270368.753,19.5557,2857739.16,0.21532,277074358.0,0.14849,971402952.6,48.1,895757.19561,0.09902,247838432.3,2.7121,13592403.88,2.357,4090893.242,0.01852,847552344.2
2020-07-25,9700.42,40679.545416,305.26,1058927.30554,19.8242,2956369.76,0.21463,237958032.7,0.14362,851485004.5,49.16,908436.85403,0.10085,199172397.6,2.7289,11334947.78,2.409,2865773.611,0.01877,726348655.3
2020-07-24,9537.8,43931.136205,279.15,926033.06692,19.1853,2790281.46,0.20392,162043579.9,0.12197,185179301.2,44.11,246802.56871,0.09576,114463763.4,2.5949,6517615.19,2.287,2063215.534,0.01794,526515505.6
2020-07-23,9603.27,51856.2335,275.3,1068774.57879,18.75,2393871.45,0.20851,231892970.4,0.12422,233344422.6,44.94,432494.11351,0.09815,182898916.6,2.6526,7589367.79,2.357,2369844.358,0.01792,462917735.4
2020-07-22,9518.16,48815.004107,263.74,718417.68296,18.09,2174379.2,0.20348,127274412.3,0.1238,167277837.9,44.96,335459.88539,0.09738,150187324.2,2.6574,6033633.94,2.376,2758620.693,0.01794,399538220.0
2020-07-21,9390.0,60413.582486,245.59,637462.08074,17.7285,2110735.01,0.19949,116436628.1,0.12321,260880715.5,43.77,314440.37624,0.09653,181606712.1,2.6232,6314726.35,2.351,3440854.013,0.01762,487837067.8
2020-07-20,9160.78,35458.764082,236.01,396657.91938,17.4645,2487505.49,0.19465,114187102.0,0.11771,253190451.2,41.94,180313.88112,0.09428,236605194.0,2.5618,6607702.95,2.215,2709799.132,0.01716,404033197.8
2020-07-19,9208.99,26052.019417,239.11,348803.52073,18.0154,2597680.63,0.19956,117946275.3,0.12402,172079009.8,42.64,195427.40326,0.1001,190660995.0,2.5845,6845332.38,2.344,2739732.741,0.01753,406733413.5
2020-07-18,9170.28,22554.541457,235.67,341356.6182,17.1507,1687884.76,0.1999,125668578.9,0.1227,275326072.2,42.45,171429.48278,0.10077,271276047.4,2.5026,3104973.62,2.364,3701716.705,0.01742,322484939.4
2020-07-17,9154.32,28054.358741,232.67,325600.21444,17.0676,1854764.1,0.1944,119390267.7,0.12224,269816299.8,41.9,201904.6002,0.10397,619518764.9,2.4949,3728663.25,2.392,5520421.177,0.01717,340578913.3
2020-07-16,9133.72,43375.571191,233.57,587161.73894,17.1647,2053439.44,0.19444,154403446.1,0.12602,607317645.2,42.09,389747.37081,0.10207,587578955.0,2.4999,6221059.99,2.303,6575385.835,0.01716,671120048.1
2020-07-15,9197.6,39053.579665,238.61,368350.66518,17.6351,1959582.73,0.19721,97567941.8,0.13069,370682346.2,43.33,216931.7592,0.09436,394895737.7,2.5365,4751008.56,2.293,5539324.736,0.01757,438452843.8
2020-07-14,9255.85,45772.552509,240.44,426320.89188,18.079,2385481.97,0.19909,126120726.2,0.13256,573751827.4,43.88,246958.9888,0.09208,265807118.5,2.5592,5667056.79,2.346,7084515.722,0.01765,624134874.7
2020-07-13,9242.62,42740.069115,239.5,604093.04245,18.4046,3228967.7,0.19867,210692216.4,0.12427,688293154.1,43.92,445103.8423,0.09009,399766776.9,2.553,10436749.45,2.211,6053568.132,0.01756,922411496.9
2020-07-12,9302.75,30872.702286,242.79,469315.1172,18.2994,2995977.41,0.20128,123496702.1,0.12685,416611565.9,44.7,245471.12147,0.09532,325722476.6,2.6171,5957196.31,2.045,3560148.181,0.01818,600815518.3
2020-07-11,9234.03,22561.366,239.19,294476.00626,17.6205,2318005.65,0.2011,171252017.6,0.12523,460447487.7,44.69,186318.68972,0.09411,694899201.0,2.6194,5558764.17,2.079,3793609.206,0.01837,826526597.9
2020-07-10,9288.34,38295.494006,241.26,455025.12385,17.3123,2099193.57,0.19909,212898090.1,0.11846,808057758.1,44.3,256685.44543,0.089,554399959.0,2.6221,6882737.22,2.037,4147812.021,0.01812,1068163189.9
2020-07-09,9232.43,48044.450645,241.98,647641.58291,16.8274,1869273.67,0.20263,366287583.8,0.12403,893825632.2,44.33,413268.76529,0.09048,990074888.1,2.6504,11451467.32,2.13,7131590.109,0.01856,1719100196.8
2020-07-08,9436.06,56140.517781,246.95,958185.83708,17.2819,2271202.72,0.20551,340558574.1,0.12993,1587749613.1,45.35,537390.40825,0.08538,397561820.4,2.6799,12305221.06,2.019,6000596.204,0.01791,1341452980.8
2020-07-07,9257.39,34587.336678,239.39,600424.97209,16.8048,1880630.34,0.18508,119136986.1,0.11764,775869735.0,43.39,307753.44376,0.07348,184228680.2,2.5589,7191106.16,1.807,1636528.562,0.0172,896802894.6
2020-07-06,9344.2,54463.132277,241.6,864817.507,16.311,1606449.31,0.18875,180480180.6,0.10512,473375192.5,44.06,368489.71516,0.07174,177445139.0,2.6106,10564718.47,1.821,2065285.369,0.01802,1308886115.2
2020-07-05,9069.41,34073.653627,227.56,355747.12006,15.4885,1120649.91,0.17695,109028272.5,0.09813,397913451.9,41.58,235045.82858,0.06717,102791005.9,2.4072,7043578.91,1.774,1887432.18,0.01688,635875944.7
2020-07-04,9135.46,26441.968484,229.17,307726.46593,15.5548,1319545.75,0.17808,101070772.2,0.10005,490805389.1,42.11,239298.32793,0.06798,90930771.5,2.4599,6960525.36,1.695,1587983.016,0.01682,492305345.7
2020-07-03,9058.26,28943.420177,224.87,314578.5004,15.2863,1211128.83,0.1762,93559429.8,0.09655,690799829.5,41.14,190294.77564,0.06698,110541346.1,2.4156,7833952.13,1.636,1895269.79,0.01662,518559896.1
2020-07-02,9086.54,45725.168076,226.46,592485.91115,15.3634,1399345.39,0.17477,109348977.7,0.09291,745942280.8,41.05,274520.05417,0.06761,172605783.8,2.3576,6918758.29,1.647,3159975.809,0.01658,1094274818.7
2020-07-01,9232.0,38488.528699,230.99,517351.58865,15.8144,1612208.19,0.17647,96697381.8,0.09681,627920438.9,41.77,189759.33668,0.06837,101607673.5,2.3773,5457636.81,1.657,1503721.861,0.01686,631037219.8
2020-06-30,9138.55,31463.162801,225.6,415036.02977,15.3838,1315772.42,0.17533,63769127.0,0.08299,196547531.1,41.17,170712.36761,0.06692,76137474.6,2.368,3473008.49,1.643,1156756.048,0.01636,469446916.3
2020-06-29,9192.56,42120.293261,227.93,597915.52242,15.4656,1511856.38,0.17726,108091794.8,0.08392,322000901.7,41.87,323346.172,0.06503,84761294.8,2.38,6438745.88,1.671,2032501.14,0.01619,659473533.8
2020-06-28,9116.35,30688.176421,224.93,444766.56881,15.3782,1402858.96,0.17693,79916984.6,0.08028,230373628.4,41.37,169011.98685,0.06424,70190963.5,2.3668,4730178.81,1.615,1295504.392,0.01577,360321981.7
2020-06-27,9012.0,46290.930113,220.94,645950.61438,15.1242,1309335.66,0.17509,100119859.4,0.07738,239980469.3,41.06,301504.6343,0.06279,105940037.0,2.3318,8648158.36,1.577,1961139.638,0.01544,603752848.7
2020-06-26,9162.21,50292.298277,229.64,628340.07007,15.7694,1041399.0,0.18249,134171894.1,0.08062,189443293.9,43.09,348389.34208,0.06695,81857862.0,2.481,6754320.83,1.678,1268782.201,0.01585,391427883.0
2020-06-25,9249.49,55831.619156,232.5,613748.59348,15.906,1201354.75,0.18156,83471401.8,0.08167,256346389.9,42.35,241972.00632,0.06755,89128517.0,2.4799,4596650.78,1.718,1230820.159,0.0159,452767718.5
2020-06-24,9296.49,61571.561464,234.58,921634.0534,15.9968,1529800.3,0.18348,99814387.3,0.08254,431553648.0,42.65,357937.97223,0.06894,102595134.6,2.502,7256521.58,1.736,2037499.195,0.01593,654819800.3
2020-06-23,9624.89,41031.02938,243.14,442296.31477,16.3898,1453306.73,0.18889,80442337.3,0.08276,173136119.4,44.18,219437.96099,0.07103,81400861.8,2.5714,4782427.35,1.796,1236502.414,0.0165,502293048.3
2020-06-22,9685.69,57895.468343,243.13,749030.11114,16.5051,1706812.42,0.18928,121678902.8,0.08355,236593766.9,44.3,281907.39739,0.07188,66957032.7,2.5862,6506047.56,1.838,1774780.269,0.01638,444402664.1
2020-06-21,9294.69,24316.926234,228.04,256305.23734,15.9775,1317075.84,0.18602,66591992.6,0.07841,150318561.8,43.0,159632.6785,0.0685,31934203.4,2.514,3712205.79,1.729,2000980.01,0.01582,193430086.9
2020-06-20,9358.95,30329.065384,228.89,303704.98826,16.059,1427210.22,0.18792,65244804.2,0.07953,152661332.8,43.57,202428.9463,0.06979,41737634.6,2.5362,5184300.27,1.68,673563.118,0.01597,305950553.2
2020-06-19,9310.23,45330.983673,229.0,397284.59808,15.9512,1324135.6,0.18722,101395871.0,0.07987,273185135.5,42.89,304810.97536,0.06959,63066022.6,2.5254,4672218.85,1.676,882607.192,0.01586,369504217.7
2020-06-18,9386.32,37381.953765,231.27,334347.79917,16.1608,1382820.87,0.18975,83020048.8,0.08176,316838158.3,43.43,193534.98938,0.07058,55822289.3,2.5364,4359298.21,1.682,955445.645,0.01602,297870834.7
2020-06-17,9465.14,48046.411152,233.82,478187.2917,16.3983,1502697.31,0.19315,143789678.4,0.08349,470477521.4,44.07,324893.86142,0.07187,102062520.9,2.5678,6091826.14,1.71,887463.271,0.01621,470811398.3
2020-06-16,9525.59,52052.446927,235.3,499194.66758,16.4329,1614905.64,0.19238,76442039.8,0.07925,292089259.0,43.88,215557.59073,0.07136,60851353.7,2.5539,4326837.91,1.732,1143515.989,0.01613,407083968.5
2020-06-15,9426.02,86107.924707,230.86,875026.92057,16.377,1521685.21,0.19238,130419971.5,0.07824,618344226.0,43.73,355287.54016,0.07098,134169312.2,2.532,7697502.48,1.674,2034736.148,0.01606,782994181.0
2020-06-14,9342.1,30055.506608,231.77,304943.21188,16.5729,1697344.55,0.19022,58429094.7,0.07642,135355914.6,44.05,170082.74029,0.07077,51258476.4,2.5681,3725316.31,1.72,906631.518,0.01616,319376526.5
2020-06-13,9473.34,27759.784851,238.11,253797.7809,16.8101,2023311.83,0.19234,63292600.9,0.07906,161240000.7,45.08,151582.80518,0.07409,49481480.1,2.6042,3760241.26,1.778,1075182.468,0.01668,360463122.3
2020-06-12,9465.13,50119.066932,237.55,446515.34124,16.6377,1932061.47,0.19307,75546910.5,0.07948,323950725.0,44.72,236934.18593,0.07282,78290517.3,2.597,6357355.39,1.745,1758942.492,0.01644,429158018.5
2020-06-11,9280.4,94418.98473,230.51,816456.89161,16.2298,1801896.12,0.18817,132263967.7,0.07527,523976380.0,43.22,538636.15983,0.07107,184525146.4,2.5146,11340411.32,1.686,2922324.453,0.01573,880233994.0
2020-06-10,9885.0,47130.762982,247.78,431285.61715,17.406,1807563.86,0.20266,75706855.2,0.0836,447331679.7,46.63,319582.73016,0.07885,82146262.2,2.7568,5910175.94,1.863,1451455.453,0.0176,578951235.8
2020-06-09,9772.43,46024.001289,243.8,420327.17133,17.3733,1631274.58,0.20127,81665800.9,0.08291,228581184.8,45.87,219681.6354,0.07817,102616782.1,2.7505,6652406.87,1.805,1034356.997,0.01754,714307909.1
2020-06-08,9782.01,40664.664125,246.4,383116.54719,17.4489,1657535.11,0.20403,63036054.2,0.08648,216779869.4,46.43,220499.06993,0.08006,78942219.0,2.7878,5806942.68,1.825,1101220.674,0.01794,1258883594.1
2020-06-07,9746.99,57952.848385,244.56,571102.55515,17.4135,1816342.74,0.20329,93329744.2,0.08657,470802696.7,46.63,306262.54148,0.0788,118708016.3,2.8098,6966955.95,1.807,1230774.497,0.0182,1568620124.2
2020-06-06,9666.3,32752.950893,241.94,389423.07798,17.5511,2105593.92,0.20361,79279154.8,0.08614,274342754.6,46.79,226441.44764,0.0797,119352548.0,2.7982,6954722.69,1.848,1425862.436,0.01704,495444520.4
2020-06-05,9621.16,47788.05005,240.03,502547.41103,17.6914,2454899.86,0.20274,98700901.5,0.08517,480984869.2,46.83,400925.03604,0.07888,197081263.5,2.8143,9928226.04,1.798,1542859.155,0.01685,705915471.0
2020-06-04,9789.06,57456.100969,243.21,669369.3392,17.517,2320525.89,0.20427,126378226.8,0.08882,876595811.4,47.43,471692.41566,0.08204,299104063.9,2.7203,6329555.25,1.838,1466462.941,0.01687,932477687.5
2020-06-03,9666.24,46252.644939,244.52,502928.13371,17.5779,2650311.14,0.2041,102410983.8,0.08558,746675602.9,47.16,428190.82164,0.08278,208986626.7,2.6958,6620031.17,1.829,1548148.235,0.01691,764202136.0
2020-06-02,9518.04,108970.773151,237.71,955520.91863,17.2669,2536257.15,0.20301,203819088.3,0.07872,807890970.3,45.99,920374.03122,0.07951,408765952.8,2.6756,13945544.07,1.794,3387304.501,0.01637,1378466762.3
2020-06-01,10200.77,76649.12696,248.23,823816.69936,17.9477,2989853.06,0.211,157851522.0,0.08093,1059683218.6,48.25,599583.67722,0.07573,206252877.0,2.8214,9842934.56,1.89,3879050.202,0.01707,1272003796.8
2020-05-31,9448.27,48333.786403,231.57,821608.68884,17.0916,2612942.18,0.20245,180118253.6,0.0739,1611428374.3,45.61,494076.18673,0.0705,304333492.5,2.6731,8793367.4,1.747,3183530.0,0.01582,1576076060.8
2020-05-30,9697.72,55665.27254,243.66,1019550.75146,17.7277,2969818.23,0.20701,155426836.0,0.07691,1038874975.1,47.72,590070.5535,0.07252,151639387.6,2.7715,8054685.59,1.802,2234549.546,0.01638,1067640788.5
2020-05-29,9427.07,57374.362961,220.67,603058.0759,17.0031,2599351.65,0.19759,98632638.4,0.06469,591929034.2,44.47,298721.59314,0.06777,72948276.9,2.6144,5998494.71,1.687,1326791.27,0.015,499450730.1
2020-05-28,9575.89,74110.787662,220.21,643945.97769,17.0772,2866468.39,0.20052,110627844.2,0.06502,714718749.9,44.77,291358.47336,0.0691,91511023.6,2.612,5577593.35,1.689,1567640.517,0.01514,516948824.6
2020-05-27,9204.07,68910.355514,208.29,494816.72727,16.47,2613812.05,0.19791,99410860.4,0.05513,270628151.1,43.85,282807.46234,0.06597,92401122.4,2.5715,5427168.83,1.635,1527648.371,0.0147,544223228.8
2020-05-26,8841.18,58299.770138,200.89,477176.7353,16.2159,2007343.82,0.19372,91454592.2,0.05355,218137958.8,42.27,218690.04463,0.06506,65773451.1,2.5034,4352859.12,1.658,2650765.115,0.01458,467500686.2
2020-05-25,8900.35,62833.910949,204.15,469931.62492,16.3807,2348512.91,0.19622,96947010.8,0.0539,282415963.3,42.97,250914.52741,0.06624,71117504.6,2.5296,5026473.13,1.657,2404254.65,0.01472,671037657.3
2020-05-24,8720.34,70379.86645,199.9,673535.05784,15.9624,2280998.65,0.19256,88708243.7,0.05125,246978557.4,42.08,360333.24872,0.0639,64032828.8,2.4879,8109723.79,1.56,2558462.264,0.01421,698411215.5
2020-05-23,9179.15,43526.296966,206.6,478559.92006,16.48,2303001.13,0.19883,88342183.6,0.0549,204914013.2,43.85,237539.1384,0.06713,58115151.7,2.5631,6936985.45,1.668,2596631.877,0.01496,785844138.7
2020-05-22,9170.0,58943.131024,207.36,787672.36081,16.5864,2520655.47,0.20034,134747810.6,0.05576,358164957.6,44.23,398405.53856,0.06811,99520897.5,2.5948,9743621.95,1.763,5408538.387,0.01484,574051843.6
2020-05-21,9068.65,108928.780969,198.74,1003923.4342,16.0888,2163570.98,0.19434,119870681.6,0.05207,410702686.8,42.73,504821.89137,0.06644,150426160.8,2.4621,8360653.16,1.497,1499951.896,0.01421,780334525.4
2020-05-20,9511.43,74923.73809,209.98,679532.61037,16.8998,2395316.09,0.20179,106603358.1,0.05689,327189992.8,44.25,546255.006,0.07093,153374439.4,2.597,10300961.15,1.576,1473756.898,0.015,823277279.1
2020-05-19,9775.53,78539.760454,214.58,643702.98849,17.2098,3245275.75,0.20496,99600289.0,0.05677,294210864.5,45.73,375917.65225,0.06979,93320005.9,2.6543,7462912.25,1.582,926338.194,0.01553,625472502.1
2020-05-18,9733.93,82006.603583,214.91,1064139.2485,16.6299,3116537.96,0.20543,129797461.7,0.05434,359909268.8,45.32,694361.60251,0.07027,127333963.3,2.6653,11147526.81,1.579,1165580.361,0.01537,639177656.4
2020-05-17,9680.04,68647.764323,207.0,708711.89315,16.2959,2894016.23,0.20131,85924995.0,0.05129,132874193.6,43.71,344498.72506,0.06873,107788729.4,2.6205,6915989.58,1.547,1241389.163,0.015,488996761.0
2020-05-16,9381.27,59587.627862,200.45,669900.03754,16.058,2730367.35,0.19969,94327453.0,0.051,161901812.7,43.25,435940.40697,0.06806,99535688.8,2.6361,9973391.3,1.54,1375577.798,0.01497,557205229.7
2020-05-15,9316.42,115890.761516,194.86,904749.6357,15.7222,2314685.06,0.19818,142260472.9,0.05026,254093483.6,42.74,468836.21013,0.06728,118493067.7,2.5855,11749481.59,1.501,1788185.555,0.01488,689783525.6
2020-05-14,9791.98,129565.37747,203.29,1114700.24937,16.3777,2801822.6,0.20386,123608208.0,0.05098,275887080.3,43.98,507436.34974,0.06926,139057607.3,2.6228,11035900.08,1.536,1858254.545,0.01527,769420000.7
2020-05-13,9309.37,92466.274018,199.58,806143.00704,16.2164,2813530.97,0.20177,95212470.1,0.05147,277659878.4,43.18,404524.24723,0.06977,140208968.9,2.5245,7231895.13,1.49,976804.161,0.01501,732487794.5
2020-05-12,8810.79,86522.780066,189.76,669755.79567,15.7892,3026813.09,0.19711,120759033.7,0.05043,371485429.0,42.18,598291.63995,0.07017,212799812.0,2.441,7380068.29,1.468,1650057.031,0.01455,1077838240.0
2020-05-11,8561.52,168807.251832,185.73,1093299.81927,15.0811,2726253.27,0.19254,188926069.2,0.04779,535212969.0,41.51,955643.70805,0.06234,175272528.3,2.3978,12927072.96,1.401,3421204.083,0.01398,1345749866.9
2020-05-10,8722.77,183865.182028,187.54,1473226.05475,15.3506,2900497.8,0.19702,310627388.1,0.04755,632824777.9,42.06,1404081.17548,0.06405,356967838.6,2.4434,20142604.27,1.442,4983810.616,0.01426,1789047015.9
2020-05-09,9539.4,81950.679567,210.07,587871.98073,16.7751,2243643.83,0.21642,159019230.1,0.05145,229723152.6,46.95,656199.9985,0.07141,94171007.1,2.7516,9218218.11,1.594,2934095.347,0.01609,692630721.8
2020-05-08,9800.01,100683.7964,211.31,917908.1944,17.1371,2621559.87,0.21865,133922204.4,0.05201,338982968.3,47.69,631882.81036,0.07252,136690460.7,2.7518,9488473.4,1.657,2110594.285,0.01627,935646951.6
2020-05-07,9986.4,147154.611378,212.0,1305778.73764,17.0003,3030451.51,0.21862,175859218.0,0.05123,301296887.8,47.37,796061.59933,0.07207,161343123.0,2.7572,13462500.24,1.588,2165144.241,0.01603,1003227106.8
2020-05-06,9142.92,105925.30242,198.97,862700.67849,16.3743,2716280.37,0.21158,131362572.4,0.04889,263316401.3,44.94,466241.72785,0.06962,143758055.9,2.6522,8130545.08,1.508,1567600.539,0.01554,787004590.8
